Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label
Oak Street Weather Station,01/28/2017 07:00:00 AM,-1.50,-2.9,75,0.0,0.00,204.4,0,339,1.1,2.4,985.1,4,0,12.0,01/28/2017 7:00 AM
Oak Street Weather Station,01/28/2017 08:00:00 AM,-1.30,-2.7,74,0.0,0.00,204.4,0,8,0.9,4.0,985.2,21,0,12.0,01/28/2017 8:00 AM
Oak Street Weather Station,01/28/2017 09:00:00 AM,-1.00,-2.4,74,0.0,0.00,204.4,0,313,1.2,2.6,985.4,36,0,12.0,01/28/2017 9:00 AM
Oak Street Weather Station,01/28/2017 10:00:00 AM,-0.50,-2.1,73,0.0,0.00,204.4,0,308,1.7,3.0,985.8,64,0,12.1,01/28/2017 10:00 AM
Oak Street Weather Station,01/28/2017 11:00:00 AM,-0.40,-2.0,72,0.0,0.00,204.4,0,333,2.0,3.2,985.7,69,1,12.0,01/28/2017 11:00 AM
Oak Street Weather Station,01/28/2017 12:00:00 PM,-0.30,-1.9,72,0.0,0.00,204.4,0,339,1.5,3.7,985.5,51,0,12.0,01/28/2017 12:00 PM
Oak Street Weather Station,01/28/2017 01:00:00 PM,-0.40,-1.9,73,0.0,0.00,204.4,0,27,0.9,2.6,984.9,39,1,11.9,01/28/2017 1:00 PM
Oak Street Weather Station,01/28/2017 02:00:00 PM,-0.90,-2.3,74,0.0,0.00,204.4,0,344,3.4,4.6,984.8,49,0,12.0,01/28/2017 2:00 PM
Oak Street Weather Station,01/28/2017 03:00:00 PM,-0.60,-2.1,75,0.0,0.00,204.4,0,317,1.8,3.5,985.3,102,0,11.8,01/28/2017 3:00 PM
Oak Street Weather Station,01/28/2017 04:00:00 PM,-0.30,-2.0,69,0.0,0.00,204.4,0,299,1.0,2.8,985.9,21,1,12.0,01/28/2017 4:00 PM
Oak Street Weather Station,01/28/2017 05:00:00 PM,-0.20,-2.0,68,0.0,0.00,204.4,0,295,1.7,3.7,986.2,3,0,11.9,01/28/2017 5:00 PM
Oak Street Weather Station,01/28/2017 06:00:00 PM,-0.30,-2.3,65,0.0,0.00,204.4,0,350,2.5,3.6,987.0,2,0,12.1,01/28/2017 6:00 PM
Oak Street Weather Station,01/28/2017 07:00:00 PM,-0.50,-2.7,61,0.0,0.00,204.4,0,338,2.3,4.8,987.5,2,1,12.0,01/28/2017 7:00 PM
Oak Street Weather Station,01/28/2017 08:00:00 PM,-0.90,-3.0,62,0.0,0.00,204.4,0,342,3.6,6.0,987.7,2,1,12.0,01/28/2017 8:00 PM
Oak Street Weather Station,01/28/2017 09:00:00 PM,-1.20,-3.0,67,0.0,0.00,204.4,0,338,1.6,3.1,987.5,2,0,12.1,01/28/2017 9:00 PM
Oak Street Weather Station,01/28/2017 10:00:00 PM,-1.30,-3.4,62,0.0,0.00,204.4,0,339,1.9,3.4,987.6,2,0,12.0,01/28/2017 10:00 PM
Oak Street Weather Station,01/28/2017 11:00:00 PM,-1.40,-3.4,62,0.0,0.00,204.4,0,316,1.9,5.0,987.5,2,0,12.0,01/28/2017 11:00 PM
Oak Street Weather Station,01/28/2017 12:00:00 AM,-1.60,-3.0,73,0.0,0.00,204.4,0,282,1.1,3.5,986.1,2,0,12.0,01/28/2017 12:00 AM
Oak Street Weather Station,01/29/2017 02:00:00 AM,-1.40,-3.5,61,0.0,0.00,204.4,0,339,2.8,4.5,987.1,2,0,12.0,01/29/2017 2:00 AM
Oak Street Weather Station,01/29/2017 03:00:00 AM,-1.50,-3.6,61,0.0,0.00,204.4,0,350,2.1,3.3,987.1,2,0,12.0,01/29/2017 3:00 AM
Oak Street Weather Station,01/29/2017 04:00:00 AM,-1.50,-3.6,60,0.0,0.00,204.4,0,341,1.6,2.3,986.8,2,1,12.0,01/29/2017 4:00 AM
Oak Street Weather Station,01/29/2017 05:00:00 AM,-1.50,-3.6,61,0.0,0.00,204.4,0,330,1.3,2.3,987.0,2,0,12.0,01/29/2017 5:00 AM
Oak Street Weather Station,01/29/2017 06:00:00 AM,-1.60,-3.8,60,0.0,0.00,204.4,0,356,2.3,3.7,986.9,2,0,11.9,01/29/2017 6:00 AM
Oak Street Weather Station,01/29/2017 07:00:00 AM,-1.70,-3.9,59,0.0,0.00,204.4,0,348,1.9,3.2,987.5,3,0,12.1,01/29/2017 7:00 AM
Oak Street Weather Station,01/29/2017 08:00:00 AM,-1.80,-3.9,59,0.0,0.00,204.4,0,331,2.3,3.6,987.7,12,0,12.0,01/29/2017 8:00 AM
Oak Street Weather Station,01/29/2017 09:00:00 AM,-2.10,-4.0,63,0.0,0.00,204.4,0,346,2.2,2.9,987.9,43,1,12.0,01/29/2017 9:00 AM
Oak Street Weather Station,01/29/2017 10:00:00 AM,-1.50,-3.7,60,0.0,0.00,204.4,0,341,1.8,2.8,988.0,76,0,12.1,01/29/2017 10:00 AM
Oak Street Weather Station,01/29/2017 11:00:00 AM,-1.50,-3.9,57,0.0,0.00,204.4,0,339,3.4,5.8,988.1,106,0,12.0,01/29/2017 11:00 AM
Oak Street Weather Station,01/29/2017 12:00:00 PM,-1.50,-3.4,64,0.0,0.00,204.4,0,351,2.0,3.3,987.8,64,0,12.0,01/29/2017 12:00 PM
Oak Street Weather Station,01/29/2017 01:00:00 PM,-1.20,-3.7,54,0.0,0.00,204.4,0,344,1.7,2.6,987.2,150,0,12.0,01/29/2017 1:00 PM
Oak Street Weather Station,01/29/2017 02:00:00 PM,-1.60,-3.5,65,0.0,0.00,204.4,0,352,1.3,3.5,987.1,48,0,11.8,01/29/2017 2:00 PM
Oak Street Weather Station,01/29/2017 03:00:00 PM,-1.40,-3.7,58,0.0,0.00,204.4,0,332,2.0,3.4,987.8,45,0,12.1,01/29/2017 3:00 PM
Oak Street Weather Station,01/29/2017 04:00:00 PM,-2.00,-3.8,67,0.0,0.00,204.4,0,350,2.2,3.5,988.5,14,0,12.1,01/29/2017 4:00 PM
Oak Street Weather Station,01/29/2017 05:00:00 PM,-2.20,-4.1,65,0.0,0.00,204.4,70,340,3.0,5.1,989.3,3,1,12.1,01/29/2017 5:00 PM
Oak Street Weather Station,01/29/2017 06:00:00 PM,-2.80,-4.7,62,0.0,0.10,204.5,0,297,1.9,3.7,990.1,2,0,12.0,01/29/2017 6:00 PM
Oak Street Weather Station,01/29/2017 07:00:00 PM,-2.50,-4.7,56,0.0,0.00,204.5,0,312,1.5,2.8,990.5,2,0,12.0,01/29/2017 7:00 PM
Oak Street Weather Station,01/29/2017 08:00:00 PM,-2.90,-5.0,60,0.0,0.00,204.5,0,358,2.7,5.2,990.8,2,0,12.0,01/29/2017 8:00 PM
Oak Street Weather Station,01/29/2017 09:00:00 PM,-3.20,-5.7,49,0.0,0.00,204.5,0,344,2.0,3.0,990.8,3,0,12.0,01/29/2017 9:00 PM
Oak Street Weather Station,01/29/2017 10:00:00 PM,-3.30,-5.6,54,0.0,0.00,204.5,0,331,2.7,3.5,991.5,2,0,11.9,01/29/2017 10:00 PM
Oak Street Weather Station,01/29/2017 11:00:00 PM,-3.70,-5.9,55,0.0,0.00,204.5,0,321,1.9,4.1,991.9,2,0,12.0,01/29/2017 11:00 PM
Oak Street Weather Station,01/30/2017 01:00:00 AM,-4.40,-6.8,49,0.0,0.00,204.5,0,288,1.4,3.0,991.6,2,0,12.0,01/30/2017 1:00 AM
Oak Street Weather Station,01/30/2017 02:00:00 AM,-4.80,-7.0,51,0.0,0.00,204.5,0,2,3.5,6.2,992.1,3,0,12.0,01/30/2017 2:00 AM
Oak Street Weather Station,01/30/2017 03:00:00 AM,-5.60,-7.7,50,0.0,0.00,204.5,0,349,2.0,3.0,992.8,3,0,12.0,01/30/2017 3:00 AM
Oak Street Weather Station,01/30/2017 04:00:00 AM,-6.10,-8.1,53,0.0,0.00,204.5,0,330,1.8,3.8,992.7,3,0,11.8,01/30/2017 4:00 AM
Oak Street Weather Station,01/30/2017 05:00:00 AM,-6.40,-8.3,54,0.0,0.00,204.5,0,322,1.7,3.2,992.7,3,0,12.0,01/30/2017 5:00 AM
Oak Street Weather Station,01/30/2017 06:00:00 AM,-6.40,-8.3,54,0.0,0.00,204.5,0,331,2.9,5.1,992.8,3,0,12.1,01/30/2017 6:00 AM
Oak Street Weather Station,01/30/2017 07:00:00 AM,-7.00,-9.0,52,0.0,0.00,204.5,0,322,1.5,2.8,993.2,6,0,12.0,01/30/2017 7:00 AM
Oak Street Weather Station,01/30/2017 08:00:00 AM,-6.20,-8.1,54,0.0,0.00,204.5,0,321,1.1,2.4,993.9,103,0,12.0,01/30/2017 8:00 AM
Oak Street Weather Station,01/30/2017 09:00:00 AM,-5.60,-7.8,50,0.0,0.00,204.5,0,290,0.9,2.7,993.5,273,0,12.0,01/30/2017 9:00 AM
Oak Street Weather Station,01/30/2017 10:00:00 AM,-4.30,-6.9,45,0.0,0.00,204.5,0,342,1.6,2.3,993.5,266,0,12.0,01/30/2017 10:00 AM
Oak Street Weather Station,01/30/2017 11:00:00 AM,-3.10,-6.0,43,0.0,0.00,204.5,0,235,1.7,3.6,992.6,295,1,12.1,01/30/2017 11:00 AM
Oak Street Weather Station,01/30/2017 12:00:00 PM,-2.20,-5.5,38,0.0,0.00,204.5,0,274,2.9,6.0,991.5,78,1,12.0,01/30/2017 12:00 PM
Oak Street Weather Station,01/30/2017 01:00:00 PM,-1.20,-4.5,40,0.0,0.00,204.5,0,324,1.4,2.9,989.8,226,0,12.1,01/30/2017 1:00 PM
Oak Street Weather Station,01/30/2017 02:00:00 PM,-1.00,-4.1,45,0.0,0.00,204.5,0,300,1.1,2.2,989.5,46,0,12.0,01/30/2017 2:00 PM
Oak Street Weather Station,01/30/2017 03:00:00 PM,-1.10,-3.3,61,0.0,0.00,204.5,0,109,2.2,3.5,988.1,137,1,11.9,01/30/2017 3:00 PM
Oak Street Weather Station,01/30/2017 04:00:00 PM,-0.40,-2.9,56,0.0,0.00,204.5,0,114,3.7,6.1,985.5,17,1,12.0,01/30/2017 4:00 PM
Oak Street Weather Station,01/30/2017 05:00:00 PM,0.20,-2.4,55,0.0,0.00,204.5,0,30,2.3,4.5,984.1,3,1,12.0,01/30/2017 5:00 PM
Oak Street Weather Station,01/30/2017 06:00:00 PM,0.60,-1.9,58,0.0,0.00,204.5,0,104,1.3,3.4,984.6,2,1,12.1,01/30/2017 6:00 PM
Oak Street Weather Station,01/30/2017 07:00:00 PM,1.00,-1.5,59,0.0,0.00,204.5,0,280,0.7,4.5,983.3,2,0,12.1,01/30/2017 7:00 PM
Oak Street Weather Station,01/30/2017 08:00:00 PM,1.40,-1.0,62,0.0,0.00,204.5,0,83,1.9,4.2,980.9,2,0,12.1,01/30/2017 8:00 PM
Oak Street Weather Station,01/30/2017 09:00:00 PM,1.80,-0.3,66,0.0,0.00,204.5,0,272,2.1,4.7,979.0,1,1,12.0,01/30/2017 9:00 PM
Oak Street Weather Station,01/30/2017 10:00:00 PM,2.80,0.9,71,0.0,0.00,204.5,0,257,3.4,7.5,977.5,2,0,12.0,01/30/2017 10:00 PM
Oak Street Weather Station,01/30/2017 11:00:00 PM,3.50,1.6,73,0.0,0.00,204.5,0,272,2.8,5.3,976.8,1,0,12.0,01/30/2017 11:00 PM
Oak Street Weather Station,01/30/2017 12:00:00 AM,-3.90,-6.3,51,0.0,0.00,204.5,0,337,2.5,4.2,991.8,3,0,11.9,01/30/2017 12:00 AM
Oak Street Weather Station,01/31/2017 01:00:00 AM,4.30,2.9,80,0.0,0.00,204.5,60,287,1.7,6.4,976.4,1,0,12.1,01/31/2017 1:00 AM
Oak Street Weather Station,01/31/2017 02:00:00 AM,4.20,2.9,82,0.0,0.20,204.7,60,320,2.0,5.2,976.9,2,1,12.1,01/31/2017 2:00 AM
Oak Street Weather Station,01/31/2017 03:00:00 AM,3.50,2.4,84,0.0,0.10,204.8,60,296,1.2,4.5,977.6,2,1,12.1,01/31/2017 3:00 AM
Oak Street Weather Station,01/31/2017 04:00:00 AM,3.50,2.4,83,0.0,0.10,204.9,60,8,1.6,4.7,978.2,2,1,12.1,01/31/2017 4:00 AM
Oak Street Weather Station,01/31/2017 05:00:00 AM,3.70,2.5,82,0.0,0.00,204.9,0,322,2.2,4.7,979.1,2,0,12.0,01/31/2017 5:00 AM
Oak Street Weather Station,01/31/2017 06:00:00 AM,4.00,2.7,80,0.0,0.00,205.0,0,299,1.5,3.2,980.2,2,1,12.1,01/31/2017 6:00 AM
Oak Street Weather Station,01/31/2017 07:00:00 AM,4.10,2.8,80,0.0,0.00,205.0,0,340,1.5,3.0,981.1,2,0,12.0,01/31/2017 7:00 AM
Oak Street Weather Station,01/31/2017 08:00:00 AM,4.30,2.8,80,0.0,0.00,205.0,60,325,1.2,3.3,981.8,12,1,12.1,01/31/2017 8:00 AM
Oak Street Weather Station,01/31/2017 09:00:00 AM,4.70,2.9,74,0.0,0.00,205.0,0,300,2.2,4.1,982.6,17,1,12.0,01/31/2017 9:00 AM
Oak Street Weather Station,01/31/2017 10:00:00 AM,4.50,2.6,73,0.0,0.00,205.0,0,323,1.5,3.0,983.4,46,1,12.1,01/31/2017 10:00 AM
Oak Street Weather Station,01/31/2017 11:00:00 AM,4.80,2.7,70,0.0,0.00,205.0,0,313,1.8,4.6,983.9,45,1,12.1,01/31/2017 11:00 AM
Oak Street Weather Station,01/31/2017 12:00:00 PM,5.00,2.8,70,0.0,0.00,205.0,0,336,2.5,5.5,984.1,30,1,12.0,01/31/2017 12:00 PM
Oak Street Weather Station,01/31/2017 01:00:00 PM,4.80,2.5,68,0.0,0.00,205.0,0,326,2.6,4.9,984.9,71,1,11.9,01/31/2017 1:00 PM
Oak Street Weather Station,01/31/2017 02:00:00 PM,5.30,2.3,60,0.0,0.00,205.0,0,351,2.6,4.6,985.5,63,1,12.0,01/31/2017 2:00 PM
Oak Street Weather Station,01/31/2017 03:00:00 PM,5.30,2.1,56,0.0,0.00,205.0,0,339,2.2,4.4,986.6,71,1,12.1,01/31/2017 3:00 PM
Oak Street Weather Station,01/31/2017 04:00:00 PM,5.40,2.5,61,0.0,0.00,205.0,0,294,1.4,3.4,987.6,10,1,12.1,01/31/2017 4:00 PM
Oak Street Weather Station,01/31/2017 05:00:00 PM,5.20,2.1,58,0.0,0.00,205.0,0,2,1.6,4.4,988.3,3,1,12.1,01/31/2017 5:00 PM
Oak Street Weather Station,01/31/2017 06:00:00 PM,5.10,2.2,59,0.0,0.00,205.0,0,272,1.5,4.2,988.7,1,1,12.0,01/31/2017 6:00 PM
Oak Street Weather Station,01/31/2017 07:00:00 PM,4.70,2.1,64,0.0,0.00,205.0,0,271,2.8,4.5,989.1,1,1,12.0,01/31/2017 7:00 PM
Oak Street Weather Station,01/31/2017 08:00:00 PM,4.20,1.8,66,0.0,0.00,205.0,0,356,1.4,2.7,989.3,1,1,12.1,01/31/2017 8:00 PM
Oak Street Weather Station,01/31/2017 09:00:00 PM,4.20,1.9,68,0.0,0.00,205.0,0,259,2.2,5.4,989.6,1,0,12.0,01/31/2017 9:00 PM
Oak Street Weather Station,01/31/2017 10:00:00 PM,3.90,1.9,71,0.0,0.00,205.0,0,307,2.1,5.3,989.7,1,1,12.1,01/31/2017 10:00 PM
Oak Street Weather Station,01/31/2017 11:00:00 PM,3.50,1.6,72,0.0,0.00,205.0,0,345,1.2,2.8,990.3,1,1,12.1,01/31/2017 11:00 PM
Oak Street Weather Station,01/31/2017 12:00:00 AM,4.30,2.3,72,0.0,0.00,204.5,0,258,2.8,5.4,976.3,1,0,12.0,01/31/2017 12:00 AM
Oak Street Weather Station,02/01/2017 01:00:00 AM,3.20,1.4,74,0.0,0.00,205.0,0,304,1.2,3.8,991.3,1,1,12.0,02/01/2017 1:00 AM
Oak Street Weather Station,02/01/2017 02:00:00 AM,3.00,1.4,76,0.0,0.00,205.0,0,331,0.8,2.1,992.0,1,0,12.1,02/01/2017 2:00 AM
Oak Street Weather Station,02/01/2017 03:00:00 AM,2.90,1.4,77,0.0,0.00,205.0,0,309,1.0,3.0,992.2,2,1,12.0,02/01/2017 3:00 AM
Oak Street Weather Station,02/01/2017 04:00:00 AM,2.80,1.2,76,0.0,0.00,205.0,0,318,1.1,2.3,992.1,1,0,12.1,02/01/2017 4:00 AM
Oak Street Weather Station,02/01/2017 05:00:00 AM,2.80,1.3,76,0.0,0.00,205.0,0,347,1.9,3.2,992.4,1,1,12.1,02/01/2017 5:00 AM
Oak Street Weather Station,02/01/2017 06:00:00 AM,2.60,1.0,75,0.0,0.00,205.0,0,339,1.7,2.7,993.1,1,0,12.1,02/01/2017 6:00 AM
Oak Street Weather Station,02/01/2017 07:00:00 AM,1.90,0.5,77,0.0,0.00,205.0,0,323,1.4,3.0,994.0,4,1,12.0,02/01/2017 7:00 AM
Oak Street Weather Station,02/01/2017 08:00:00 AM,1.90,0.3,74,0.0,0.00,205.0,0,316,2.2,4.7,994.8,65,1,12.0,02/01/2017 8:00 AM
Oak Street Weather Station,02/01/2017 09:00:00 AM,2.10,0.4,72,0.0,0.00,205.0,0,316,2.5,6.6,995.6,62,0,12.1,02/01/2017 9:00 AM
Oak Street Weather Station,02/01/2017 10:00:00 AM,2.10,0.0,67,0.0,0.00,205.0,0,341,2.6,4.2,995.8,178,1,12.0,02/01/2017 10:00 AM
Oak Street Weather Station,02/01/2017 11:00:00 AM,2.40,-0.2,60,0.0,0.00,205.0,0,0,2.4,4.3,996.1,313,1,12.1,02/01/2017 11:00 AM
Oak Street Weather Station,02/01/2017 12:00:00 PM,3.50,0.2,52,0.0,0.00,205.0,0,5,1.3,2.4,995.9,179,1,12.1,02/01/2017 12:00 PM
Oak Street Weather Station,02/01/2017 01:00:00 PM,3.80,0.1,47,0.0,0.00,205.0,0,0,0.7,2.4,995.5,88,1,12.0,02/01/2017 1:00 PM
Oak Street Weather Station,02/01/2017 02:00:00 PM,3.90,0.1,46,0.0,0.00,205.0,0,327,1.8,3.3,995.5,132,1,12.0,02/01/2017 2:00 PM
Oak Street Weather Station,02/01/2017 03:00:00 PM,3.70,0.2,50,0.0,0.00,205.0,0,261,1.6,4.6,996.1,57,1,12.1,02/01/2017 3:00 PM
Oak Street Weather Station,02/01/2017 04:00:00 PM,3.60,-0.2,45,0.0,0.00,205.0,0,291,1.8,4.5,996.4,44,0,12.0,02/01/2017 4:00 PM
Oak Street Weather Station,02/01/2017 05:00:00 PM,2.70,-1.5,36,0.0,0.00,205.0,0,296,1.9,4.6,997.3,7,1,12.0,02/01/2017 5:00 PM
Oak Street Weather Station,02/01/2017 06:00:00 PM,2.00,-1.9,39,0.0,0.00,205.0,0,335,2.8,5.0,998.0,2,0,12.1,02/01/2017 6:00 PM
Oak Street Weather Station,02/01/2017 07:00:00 PM,1.00,-2.6,43,0.0,0.00,205.0,0,339,1.4,3.1,998.7,2,0,12.1,02/01/2017 7:00 PM
Oak Street Weather Station,02/01/2017 08:00:00 PM,0.30,-2.6,50,0.0,0.00,205.0,0,338,2.8,4.4,999.5,2,1,12.1,02/01/2017 8:00 PM
Oak Street Weather Station,02/01/2017 09:00:00 PM,-0.80,-3.3,55,0.0,0.00,205.0,0,260,1.6,3.2,1000.3,2,0,12.0,02/01/2017 9:00 PM
Oak Street Weather Station,02/01/2017 10:00:00 PM,-1.60,-4.4,47,0.0,0.00,205.0,0,327,2.1,3.7,1001.0,2,0,12.0,02/01/2017 10:00 PM
Oak Street Weather Station,02/01/2017 11:00:00 PM,-2.60,-5.2,48,0.0,0.00,205.0,0,333,2.7,4.5,1001.6,2,0,12.0,02/01/2017 11:00 PM
Oak Street Weather Station,02/01/2017 12:00:00 AM,3.50,1.7,73,0.0,0.00,205.0,0,299,1.7,3.6,991.3,1,1,12.1,02/01/2017 12:00 AM
Oak Street Weather Station,02/02/2017 01:00:00 AM,-4.60,-6.8,51,0.0,0.00,205.0,0,341,2.9,5.3,1002.7,3,0,11.9,02/02/2017 1:00 AM
Oak Street Weather Station,02/02/2017 02:00:00 AM,-5.60,-7.7,51,0.0,0.00,205.0,0,351,3.1,4.7,1003.3,3,0,11.9,02/02/2017 2:00 AM
Oak Street Weather Station,02/02/2017 03:00:00 AM,-6.40,-8.5,48,0.0,0.00,205.0,0,327,3.3,5.6,1003.8,3,0,12.1,02/02/2017 3:00 AM
Oak Street Weather Station,02/02/2017 04:00:00 AM,-7.30,-9.4,47,0.0,0.00,205.0,0,328,3.3,6.3,1004.3,3,0,12.0,02/02/2017 4:00 AM
Oak Street Weather Station,02/02/2017 05:00:00 AM,-7.80,-9.8,50,0.0,0.00,205.0,0,326,2.9,4.8,1004.8,3,0,12.1,02/02/2017 5:00 AM
Oak Street Weather Station,02/02/2017 06:00:00 AM,-7.80,-9.6,53,0.0,0.00,205.0,0,325,2.6,5.0,1005.5,3,0,12.0,02/02/2017 6:00 AM
Oak Street Weather Station,02/02/2017 07:00:00 AM,-7.80,-9.6,54,0.0,0.00,205.0,0,331,1.8,3.8,1006.0,7,0,12.0,02/02/2017 7:00 AM
Oak Street Weather Station,02/02/2017 08:00:00 AM,-7.50,-9.3,54,0.0,0.00,205.0,0,351,1.6,5.5,1006.4,130,0,12.0,02/02/2017 8:00 AM
Oak Street Weather Station,02/02/2017 09:00:00 AM,-7.20,-9.0,54,0.0,0.00,205.0,0,344,2.7,4.4,1006.9,304,0,12.0,02/02/2017 9:00 AM
Oak Street Weather Station,02/02/2017 10:00:00 AM,-6.50,-8.6,51,0.0,0.00,205.0,0,336,2.5,5.6,1007.1,188,1,12.0,02/02/2017 10:00 AM
Oak Street Weather Station,02/02/2017 11:00:00 AM,-6.00,-8.2,48,0.0,0.00,205.0,0,345,3.5,6.6,1006.8,491,0,12.1,02/02/2017 11:00 AM
Oak Street Weather Station,02/02/2017 12:00:00 PM,-5.20,-7.7,45,0.0,0.00,205.0,0,349,2.6,3.7,1006.1,37,1,12.1,02/02/2017 12:00 PM
Oak Street Weather Station,02/02/2017 01:00:00 PM,-4.30,-7.0,41,0.0,0.00,205.0,0,251,2.8,5.0,1005.5,441,0,12.0,02/02/2017 1:00 PM
Oak Street Weather Station,02/02/2017 02:00:00 PM,-4.10,-6.9,40,0.0,0.00,205.0,0,325,1.8,5.3,1005.2,49,0,12.0,02/02/2017 2:00 PM
Oak Street Weather Station,02/02/2017 03:00:00 PM,-3.50,-6.4,41,0.0,0.00,205.0,0,277,1.2,3.4,1005.5,102,0,12.0,02/02/2017 3:00 PM
Oak Street Weather Station,02/02/2017 04:00:00 PM,-3.80,-6.5,43,0.0,0.00,205.0,0,258,1.8,3.9,1005.5,50,0,12.0,02/02/2017 4:00 PM
Oak Street Weather Station,02/02/2017 05:00:00 PM,-4.30,-6.9,44,0.0,0.00,205.0,0,345,2.2,3.6,1005.4,10,0,12.0,02/02/2017 5:00 PM
Oak Street Weather Station,02/02/2017 06:00:00 PM,-4.40,-6.8,48,0.0,0.00,205.0,0,315,1.8,3.2,1005.5,2,0,12.1,02/02/2017 6:00 PM
Oak Street Weather Station,02/02/2017 07:00:00 PM,-5.00,-7.4,47,0.0,0.00,205.0,0,306,0.9,2.3,1005.7,3,0,12.0,02/02/2017 7:00 PM
Oak Street Weather Station,02/02/2017 08:00:00 PM,-5.20,-7.5,49,0.0,0.00,205.0,0,345,2.3,3.7,1005.4,3,0,12.0,02/02/2017 8:00 PM
Oak Street Weather Station,02/02/2017 09:00:00 PM,-5.80,-7.9,50,0.0,0.00,205.0,0,337,1.8,3.8,1005.4,3,0,12.0,02/02/2017 9:00 PM
Oak Street Weather Station,02/02/2017 10:00:00 PM,-6.10,-8.0,53,0.0,0.00,205.0,0,338,2.8,4.1,1005.6,3,0,12.0,02/02/2017 10:00 PM
Oak Street Weather Station,02/02/2017 11:00:00 PM,-7.00,-8.9,54,0.0,0.00,205.0,0,335,2.4,5.5,1005.8,3,0,12.0,02/02/2017 11:00 PM
Oak Street Weather Station,02/02/2017 12:00:00 AM,-3.70,-6.1,49,0.0,0.00,205.0,0,335,2.1,3.4,1001.9,2,0,12.0,02/02/2017 12:00 AM
Oak Street Weather Station,02/03/2017 01:00:00 AM,-7.70,-9.3,57,0.0,0.00,205.0,0,319,1.3,2.7,1005.7,3,0,12.0,02/03/2017 1:00 AM
Oak Street Weather Station,02/03/2017 02:00:00 AM,-7.70,-9.3,59,0.0,0.00,205.0,0,326,1.9,4.2,1006.0,3,0,11.9,02/03/2017 2:00 AM
Oak Street Weather Station,02/03/2017 03:00:00 AM,-7.80,-9.4,59,0.0,0.00,205.0,0,328,3.1,4.1,1006.5,3,0,11.9,02/03/2017 3:00 AM
Oak Street Weather Station,02/03/2017 04:00:00 AM,-7.90,-9.5,59,0.0,0.00,205.0,0,344,2.4,4.1,1006.8,3,0,12.0,02/03/2017 4:00 AM
Oak Street Weather Station,02/03/2017 05:00:00 AM,-8.10,-9.7,58,0.0,0.00,205.0,0,340,2.0,3.1,1006.7,3,0,12.1,02/03/2017 5:00 AM
Oak Street Weather Station,02/03/2017 06:00:00 AM,-8.30,-10.0,55,0.0,0.00,205.0,0,339,1.7,4.1,1007.2,3,0,12.1,02/03/2017 6:00 AM
Oak Street Weather Station,02/03/2017 07:00:00 AM,-8.00,-9.8,52,0.0,0.00,205.0,0,342,2.3,4.7,1007.4,6,0,12.1,02/03/2017 7:00 AM
Oak Street Weather Station,02/03/2017 08:00:00 AM,-7.60,-9.5,49,0.0,0.00,205.0,0,343,2.6,4.2,1008.2,92,0,12.0,02/03/2017 8:00 AM
Oak Street Weather Station,02/03/2017 09:00:00 AM,-6.80,-9.1,43,0.0,0.00,205.0,0,344,2.2,4.2,1008.8,287,0,12.0,02/03/2017 9:00 AM
Oak Street Weather Station,02/03/2017 10:00:00 AM,-5.40,-8.2,36,0.0,0.00,205.0,0,336,2.3,4.1,1009.0,211,0,12.1,02/03/2017 10:00 AM
Oak Street Weather Station,02/03/2017 11:00:00 AM,-4.10,-7.3,34,0.0,0.00,205.0,0,351,1.2,2.4,1009.2,499,1,12.1,02/03/2017 11:00 AM
Oak Street Weather Station,02/03/2017 12:00:00 PM,-3.90,-7.0,34,0.0,0.00,205.0,0,352,2.3,3.8,1008.9,29,0,12.1,02/03/2017 12:00 PM
Oak Street Weather Station,02/03/2017 01:00:00 PM,-2.70,-6.1,33,0.0,0.00,205.0,0,340,2.2,4.5,1008.4,476,0,12.0,02/03/2017 1:00 PM
Oak Street Weather Station,02/03/2017 02:00:00 PM,-2.60,-6.1,32,0.0,0.00,205.0,0,237,1.5,3.7,1007.8,27,0,12.0,02/03/2017 2:00 PM
Oak Street Weather Station,02/03/2017 03:00:00 PM,-1.90,-5.6,31,0.0,0.00,205.0,0,241,1.5,6.8,1007.9,24,0,12.0,02/03/2017 3:00 PM
Oak Street Weather Station,02/03/2017 04:00:00 PM,-1.70,-5.5,29,0.0,0.00,205.0,0,350,2.6,4.3,1008.4,19,1,12.0,02/03/2017 4:00 PM
Oak Street Weather Station,02/03/2017 05:00:00 PM,-1.70,-5.5,30,0.0,0.00,205.0,0,277,1.2,2.8,1008.6,8,1,11.9,02/03/2017 5:00 PM
Oak Street Weather Station,02/03/2017 06:00:00 PM,-1.90,-5.6,30,0.0,0.00,205.0,0,320,1.5,3.2,1009.1,2,0,12.0,02/03/2017 6:00 PM
Oak Street Weather Station,02/03/2017 07:00:00 PM,-2.20,-5.7,34,0.0,0.00,205.0,0,351,1.4,2.7,1009.0,2,0,12.1,02/03/2017 7:00 PM
Oak Street Weather Station,02/03/2017 08:00:00 PM,-2.60,-6.0,35,0.0,0.00,205.0,0,342,1.2,2.1,1008.8,2,0,12.0,02/03/2017 8:00 PM
